ORIGIN,DESTINATION,Container Size,Price,Free Days,Per Diem
Shanghai,"Winnipeg, MB",40HC,$480,75,$10.00
Shanghai,Rotterdam,40HC,"$1,055",75,$10.00
Shanghai,Nhava Sheva,40HC,$150,75,$10.00
Shanghai,Mundra,40HC,$150,75,$10.00
Shanghai,Malaszewicze,40HC,"$1,585",75,$10.00
Shanghai,"Los Angeles, CA",40HC,$855,75,$10.00
Shanghai,Genoa,40HC,"$1,255",75,$10.00
Shanghai,"El Paso, TX",40HC,$445,75,$10.00
Shanghai,"Denver, CO",40HC,$660,75,$10.00
Shanghai,"Chicago, IL",40HC,$825,75,$10.00
Shanghai,Chennai,40HC,$150,75,$10.00
Shanghai,"Charleston, SC",40HC,$845,75,$10.00
Shanghai,Barcelona (Spain),40HC,"$1,890",75,$10.00
Shanghai,"Baltimore, MD",40HC,$485,75,$10.00
Rotterdam,Yantian,40HC,$460,75,$10.00
Rotterdam,Tianjinxingang,40HC,$190,75,$10.00
Rotterdam,Qingdao,40HC,$210,75,$10.00
Rotterdam,Nhava Sheva,40HC,$60,75,$10.00
Rotterdam,Ho Chi Minh City,40HC,$280,75,$10.00
Rotterdam,Bangkok,40HC,$380,75,$10.00
Qingdao,"Salt Lake City, UT",40HC,$400,75,$10.00
Qingdao,Praha,40HC,"$1,400",75,$10.00
Qingdao,"New York, NY",40HC,$970,75,$10.00
Qingdao,"Montreal, QC",40HC,"$1,150",75,$10.00
Qingdao,Leeds,40HC,"$1,100",75,$10.00
Qingdao,"Halifax, NS",40HC,$375,75,$10.00
Qingdao,"Denver, CO",40HC,$340,75,$10.00
Qingdao,"Chicago, IL",40HC,$905,75,$10.00
Port Kelang,"Winnipeg, MB",40HC,$960,75,$10.00
Port Kelang,St Petersburg,40HC,"$1,260",75,$10.00
Port Kelang,"Norfolk, VA",40HC,$960,75,$10.00
Port Kelang,"Calgary, AB",40HC,$480,75,$10.00
Novosibirsk,Tianjin,40HC,$250,75,$10.00
Novosibirsk,Shenzhen,40HC,$270,75,$10.00
Novosibirsk,Ningbo,40HC,$300,75,$10.00
Novosibirsk,Ho Chi Minh City,40HC,$100,75,$10.00
Novosibirsk,Ho Chi Minh City,40HC,$100,75,$10.00
Novorossiysk,Nhava Sheva,40HC,$100,75,$10.00
Novorossiysk,Nhava Sheva,40HC,$100,75,$10.00
Novorossiysk,Cochin,40HC,$80,75,$10.00
Laem Chabang,"Yekaterinburg, Sve",20GP,$800,60,$5.00
Ningbo,"Winnipeg, MB",40HC,$480,75,$10.00
Ningbo,"Vancouver, BC",40HC,$865,75,$10.00
Laem Chabang,Vladivostok,20GP,$950,60,$5.00
Ningbo,"Tacoma, WA",40HC,$550,75,$10.00
Ningbo,"Seattle, WA",40HC,$760,75,$10.00
Ningbo,"Saskatoon, SK",40HC,$515,75,$10.00
Laem Chabang,Tianjinxingang,20GP,$10,60,$5.00
Ningbo,"Saint Louis, MO",40HC,$730,75,$10.00
Ningbo,"Oakland, CA",40HC,$620,75,$10.00
Laem Chabang,St Petersburg,20GP,$780,60,$5.00
Ningbo,"New York, NY",40HC,$815,75,$10.00
Ningbo,Moscow,40HC,"$2,300",75,$10.00
Ningbo,"Memphis, TN",40HC,$750,75,$10.00
Ningbo,"Kansas City, KS",40HC,$920,75,$10.00
Ningbo,Izmit,40HC,"$2,145",75,$10.00
Laem Chabang,Novosibirsk,20GP,$580,60,$5.00
Ningbo,"Halifax, NS",40HC,$575,75,$10.00
Ningbo,Gdansk,40HC,"$1,450",75,$10.00
Laem Chabang,Nansha,20GP,$30,45,$5.00
Ningbo,"El Paso, TX",40HC,$460,75,$10.00
Ningbo,"Denver, CO",40HC,$685,75,$10.00
Laem Chabang,Moscow,20GP,$790,60,$5.00
Ningbo,"Dallas, TX",40HC,$795,75,$10.00
Ningbo,"Baltimore, MD",40HC,$470,75,$10.00
Ningbo,"Baltimore, MD",40HC,$470,75,$10.00
Ningbo,"Atlanta, GA",40HC,$900,75,$10.00
Ningbo,"Atlanta, GA",40HC,$900,75,$10.00
Nhava Sheva,St Petersburg,40HC,$780,75,$10.00
Nhava Sheva,Novorossiysk,40HC,$960,75,$10.00
Nhava Sheva,Moscow,40HC,$720,75,$10.00
Nhava Sheva,Krasnojarsk,40HC,$750,75,$10.00
Nansha,Minsk,40HC,"$1,560",75,$10.00
Nansha,"Miami, FL",40HC,$930,75,$10.00
Nansha,Mersin,40HC,"$1,870",75,$10.00
Nansha,Hamburg,40HC,"$1,220",75,$10.00
Nansha,Gdansk,40HC,"$2,030",75,$10.00
Nansha,Duisburg,40HC,"$1,200",75,$10.00
Nansha,Budapest,40HC,"$1,403",75,$10.00
Nansha,Antwerp,40HC,"$1,130",75,$10.00
Mundra,St Petersburg,40HC,$760,75,$10.00
Mundra,Rotterdam,40HC,$950,75,$10.00
Mundra,Moscow,40HC,$780,75,$10.00
Mundra,Le Havre,40HC,$390,75,$10.00
Moscow,Xingang,40HC,"$1,670",75,$10.00
Moscow,Xi An,40HC,"$1,710",75,$10.00
Moscow,Wuhan,40HC,"$1,335",75,$10.00
Krasnojarsk,Tianjin,20GP,$200,100,$5.00
Moscow,Shekou,40HC,"$1,630",75,$10.00
Krasnojarsk,Shanghai,20GP,$200,100,$5.00
Moscow,Nhava Sheva,40HC,$100,75,$10.00
Krasnojarsk,Mundra,20GP,$10,75,$5.00
Moscow,"New York, NY",40HC,$170,75,$10.00
Moscow,Mundra,40HC,$500,75,$10.00
Moscow,Mersin,40HC,$480,75,$10.00
Moscow,Laem Chabang,40HC,$320,75,$10.00
Moscow,Kolkata(Calcutta),40HC,$80,75,$10.00
Kobe,Novorossiysk,20GP,"$1,450",60,$5.00
Moscow,Jebel Ali,40HC,$60,75,$10.00
Moscow,Istanbul,40HC,$350,75,$10.00
Moscow,Ho Chi Minh City,40HC,$260,75,$10.00
Moscow,Guangzhou,40HC,"$1,340",75,$10.00
Moscow,Gebze,40HC,$750,75,$10.00
Minsk,Yiwu,40HC,$760,75,$10.00
Minsk,Yantian,40HC,$940,75,$10.00
Minsk,Xiamen,40HC,$890,75,$10.00
Minsk,Wuhan,40HC,$920,75,$10.00
Minsk,Taicang,40HC,$780,75,$10.00
Minsk,Shekou,40HC,$670,75,$10.00
Minsk,Ningbo,40HC,$740,75,$10.00
Minsk,Guangzhou,40HC,$650,75,$10.00
Milano,Shanghai,40HC,$340,75,$10.00
Milano,Qingdao,40HC,$350,75,$10.00
Karachi,Jebel Ali,20GP,$50,45,$5.00
Milano,Chengdu,40HC,$100,75,$10.00
Malaszewicze,Yiwu,40HC,"$1,240",75,$10.00
Malaszewicze,Yantian,40HC,"$1,260",75,$10.00
Malaszewicze,Tianjin,40HC,"$1,110",75,$10.00
Malaszewicze,Chongqing,40HC,"$1,290",75,$10.00
Jeddah,Nhava Sheva,20GP,$70,45,$5.00
Malaszewicze,Chengdu,40HC,"$1,340",75,$10.00
Laem Chabang,Novorossiysk,40HC,"$1,470",75,$10.00
Laem Chabang,Moscow,40HC,"$1,480",75,$10.00
Jeddah,Jebel Ali,20GP,$10,45,$5.00
Laem Chabang,"Los Angeles, CA",40HC,$627,75,$10.00
Laem Chabang,"Chicago, IL",40HC,$580,75,$10.00
Laem Chabang,"Calgary, AB",40HC,$430,75,$10.00
Krasnojarsk,Shanghai,40HC,$800,75,$10.00
Istanbul,Praha,40HC,$360,75,$10.00
Jebel Ali,Nhava Sheva,20GP,$50,60,$5.00
Istanbul,Budapest,40HC,$360,75,$10.00
Jebel Ali,Mundra,20GP,$40,60,$5.00
Huangpu,Novosibirsk,40HC,"$2,340",75,$10.00
Huangpu,Moscow,40HC,"$2,160",75,$10.00
Jebel Ali,Karachi,20GP,$70,60,$5.00
Huangpu,Irkutsk,40HC,"$1,710",75,$10.00
Huangpu,Gdansk,40HC,"$2,030",75,$10.00
Huangpu,Copenhagen,40HC,"$2,040",75,$10.00
Jebel Ali,Cochin,20GP,$80,45,$5.00
Jebel Ali,Chennai,20GP,$50,45,$5.00
Huangpu,Budapest,40HC,"$1,810",75,$10.00
Ho Chi Minh City,"Vancouver, BC",40HC,$480,75,$10.00
Ho Chi Minh City,"Toronto, ON",40HC,$610,75,$10.00
Ho Chi Minh City,St Petersburg,40HC,"$2,680",75,$10.00
Ho Chi Minh City,"Saskatoon, SK",40HC,$630,75,$10.00
Ho Chi Minh City,"Norfolk, VA",40HC,$560,75,$10.00
Ho Chi Minh City,"Montreal, QC",40HC,$900,75,$10.00
Jakarta,Moscow,20GP,"$1,100",60,$5.00
Ho Chi Minh City,"Miami, FL",40HC,$450,75,$10.00
Ho Chi Minh City,"Chicago, IL",40HC,$600,75,$10.00
Ho Chi Minh City,"Calgary, AB",40HC,$620,75,$10.00
Ho Chi Minh City,"Calgary, AB",40HC,$620,75,$10.00
Jakarta,Dublin,20GP,$100,100,$5.00
Ho Chi Minh City,Budapest,40HC,"$1,673",75,$10.00
Hamburg,Xian,40HC,$790,75,$10.00
Hamburg,Xiamen,40HC,$450,75,$10.00
Hamburg,Wuhan,40HC,$530,75,$10.00
Hamburg,Tianjinxingang,40HC,$733,75,$10.00
Hamburg,Dalian,40HC,$470,75,$10.00
Hamburg,Chengdu,40HC,$580,75,$10.00
Haiphong,"Vancouver, BC",40HC,$520,75,$10.00
Haiphong,"Saskatoon, SK",40HC,$680,75,$10.00
Haiphong,Rotterdam,40HC,"$1,440",75,$10.00
Haiphong,"Norfolk, VA",40HC,$590,75,$10.00
Haiphong,Moscow,40HC,"$2,330",75,$10.00
Haiphong,"Montreal, QC",40HC,$690,75,$10.00
Haiphong,Minsk,40HC,"$1,290",75,$10.00
Haiphong,"Miami, FL",40HC,$570,75,$10.00
Haiphong,"Los Angeles, CA",40HC,"$1,100",75,$10.00
Haiphong,"Jacksonville, FL",40HC,"$1,100",75,$10.00
Istanbul,Jebel Ali,20GP,$100,45,$5.00
Haiphong,"Halifax, NS",40HC,$150,75,$10.00
Haiphong,"Columbus, OH",40HC,$510,75,$10.00
Huangpu,"Yekaterinburg, Sve",20GP,"$1,100",60,$5.00
Huangpu,St Petersburg,20GP,"$1,310",60,$5.00
Haiphong,"Chicago, IL",40HC,$800,75,$10.00
Haiphong,"Calgary, AB",40HC,$530,75,$10.00
Guangzhou,Warsaw,40HC,"$1,423",75,$10.00
Guangzhou,"Savannah, GA",40HC,$600,75,$10.00
Huangpu,Moscow,20GP,"$1,030",60,$5.00
Huangpu,London,20GP,$300,60,$5.00
Huangpu,"Kansas City, MO",20GP,$480,100,$5.00
Guangzhou,Rotterdam,40HC,"$1,150",75,$10.00
Huangpu,Irkutsk,20GP,"$1,030",75,$5.00
Guangzhou,Minsk,40HC,"$2,385",75,$10.00
Guangzhou,Malaszewicze,40HC,"$1,478",75,$10.00
Guangzhou,Lodz,40HC,"$1,350",75,$10.00
Guangzhou,Houston,40HC,"$1,050",75,$10.00
Guangzhou,Gdynia,40HC,$970,75,$10.00
Guangzhou,Gdansk,40HC,"$1,425",75,$10.00
Ho Chi Minh City,"Yekaterinburg, Sve",20GP,$725,60,$5.00
Guangzhou,"Dallas, TX",40HC,$660,75,$10.00
Guangzhou,Copenhagen,40HC,"$2,040",75,$10.00
Guangzhou,Antwerp,40HC,"$1,140",75,$10.00
Ho Chi Minh City,Vladivostok,20GP,$950,60,$5.00
Gebze,"Savannah, GA",40HC,"$1,500",75,$10.00
Gebze,"Savannah, GA",40HC,"$1,500",75,$10.00
Gebze,"Salt Lake City, UT",40HC,"$1,500",75,$10.00
Gebze,"Salt Lake City, UT",40HC,"$1,500",75,$10.00
Gebze,"Saint Louis, MO",40HC,"$1,500",75,$10.00
Gebze,"Saint Louis, MO",40HC,"$1,500",75,$10.00
Ho Chi Minh City,St Petersburg,20GP,$700,60,$5.00
Gebze,Oslo,40HC,"$1,015",75,$10.00
Ho Chi Minh City,Southampton,20GP,$340,60,$5.00
Gebze,"Oakland, CA",40HC,"$1,500",75,$10.00
Gebze,"Norfolk, VA",40HC,"$1,500",75,$10.00
Gebze,"New York, NY",40HC,"$1,500",75,$10.00
Gebze,"Minneapolis, MN",40HC,"$1,500",75,$10.00
Gebze,"Miami, FL",40HC,"$1,500",75,$10.00
Ho Chi Minh City,Port Kelang,20GP,$30,45,$5.00
Gebze,Mersin,40HC,"$1,500",75,$10.00
Gebze,"Memphis, TN",40HC,"$1,500",75,$10.00
Ho Chi Minh City,Novosibirsk,20GP,$745,60,$5.00
Gebze,"Long Beach, CA",40HC,"$1,500",75,$10.00
Ho Chi Minh City,Novorossiysk,20GP,$685,60,$5.00
Gebze,Lodz,40HC,"$1,500",75,$10.00
Gebze,La Spezia,40HC,"$1,500",75,$10.00
Gebze,"Kansas City, KS",40HC,"$1,500",75,$10.00
Gebze,Izmit,40HC,"$1,500",75,$10.00
Gebze,Izmir,40HC,"$1,500",75,$10.00
Ho Chi Minh City,Moscow,20GP,$775,60,$5.00
Gebze,Istanbul,40HC,"$1,500",75,$10.00
Gebze,Gothenburg,40HC,"$1,500",75,$10.00
Ho Chi Minh City,Minsk,20GP,$870,60,$5.00
Gebze,Genoa,40HC,"$1,500",75,$10.00
Gebze,Gebze,40HC,"$1,500",75,$10.00
Ho Chi Minh City,Manchester,20GP,$680,60,$5.00
Gebze,Gdynia,40HC,"$1,500",75,$10.00
Gebze,Gdansk,40HC,"$1,500",75,$10.00
Gebze,Dublin,40HC,"$1,500",75,$10.00
Ho Chi Minh City,Le Havre,20GP,$580,75,$5.00
Gebze,"Denver, CO",40HC,"$1,500",75,$10.00
Gebze,"Dallas, TX",40HC,"$1,500",75,$10.00
Gebze,Cork,40HC,"$1,500",75,$10.00
Gebze,"Columbus, OH",40HC,"$1,500",75,$10.00
Gebze,"Cleveland, OH",40HC,"$1,500",75,$10.00
Gebze,"Charleston, SC",40HC,"$1,500",75,$10.00
Ho Chi Minh City,Guangzhou,20GP,$30,60,$5.00
Gebze,Budapest,40HC,"$1,015",75,$10.00
Gebze,"Baltimore, MD",40HC,"$1,500",75,$10.00
Gebze,"Atlanta, GA",40HC,"$1,500",75,$10.00
Gebze,Antwerp,40HC,$150,75,$10.00
Gebze,Almaty,40HC,"$1,500",75,$10.00
Ho Chi Minh City,Copenhagen,20GP,$50,60,$5.00
Fuzhou,Copenhagen,40HC,"$2,040",75,$10.00
Duisburg,Tianjin,40HC,$480,75,$10.00
Duisburg,Shanghai,40HC,$510,75,$10.00
Duisburg,Qingdao,40HC,$440,75,$10.00
Duisburg,Dalian,40HC,$400,75,$10.00
Duisburg,Chongqing,40HC,$600,75,$10.00
Dalian,Vienna,40HC,"$1,310",75,$10.00
Dalian,St Petersburg,40HC,"$1,973",75,$10.00
Dalian,"Salt Lake City, UT",40HC,$855,75,$10.00
Hamburg,Xingang,20GP,$100,75,$5.00
Dalian,Rotterdam,40HC,"$1,220",75,$10.00
Dalian,Praha,40HC,"$1,260",75,$10.00
Dalian,Oslo,40HC,"$1,130",75,$10.00
Dalian,Nurnberg,40HC,"$1,980",75,$10.00
Dalian,Munich,40HC,"$1,260",75,$10.00
Hamburg,Tianjin,20GP,$110,100,$5.00
Dalian,Minsk,40HC,"$1,690",75,$10.00
Hamburg,Taicang,20GP,$200,100,$5.00
Dalian,Manchester,40HC,"$1,290",75,$10.00
Hamburg,Shenzhen,20GP,$110,100,$5.00
Dalian,Lyon,40HC,"$1,210",75,$10.00
Dalian,Irkutsk,40HC,"$1,710",75,$10.00
Hamburg,Shanghai,20GP,$80,75,$5.00
Dalian,Houston,40HC,$700,75,$10.00
Hamburg,Qingdao,20GP,$110,100,$5.00
Dalian,Gothenburg,40HC,"$1,460",75,$10.00
Hamburg,Ningbo,20GP,$110,100,$5.00
Dalian,"El Paso, TX",40HC,$855,75,$10.00
Dalian,"Denver, CO",40HC,$855,75,$10.00
Hamburg,Nansha,20GP,$100,75,$5.00
Dalian,Copenhagen,40HC,"$1,680",75,$10.00
Dalian,Bilbao,40HC,"$1,400",75,$10.00
Chongqing,Warsaw,40HC,"$1,960",75,$10.00
Chongqing,St Petersburg,40HC,"$2,415",75,$10.00
Chongqing,"Seattle, WA",40HC,$880,75,$10.00
Chongqing,"Savannah, GA",40HC,$880,75,$10.00
Chongqing,"Salt Lake City, UT",40HC,$880,75,$10.00
Haiphong,"Yekaterinburg, Sve",20GP,$910,60,$5.00
Chongqing,"Oakland, CA",40HC,$880,75,$10.00
Chongqing,"Norfolk, VA",40HC,$880,75,$10.00
Haiphong,Vladivostok,20GP,$790,60,$5.00
Chongqing,"New York, NY",40HC,$880,75,$10.00
Chongqing,"Miami, FL",40HC,$880,75,$10.00
Yantian,"Winnipeg, MB",40HC,$640,75,$6.00
Chongqing,"Memphis, TN",40HC,$880,75,$10.00
Chongqing,"Los Angeles, CA",40HC,$880,75,$10.00
Chongqing,"Long Beach, CA",40HC,$880,75,$10.00
Chongqing,Istanbul,40HC,"$1,940",75,$10.00
Chongqing,Houston,40HC,$880,75,$10.00
Chongqing,Gdansk,40HC,"$1,980",75,$10.00
Chongqing,"Denver, CO",40HC,$880,75,$10.00
Chongqing,"Dallas, TX",40HC,$880,75,$10.00
Chongqing,Copenhagen,40HC,"$2,040",75,$10.00
Chongqing,"Chicago, IL",40HC,$880,75,$10.00
Haiphong,Novosibirsk,20GP,$880,60,$5.00
Haiphong,Novorossiysk,20GP,$810,60,$5.00
Chongqing,"Charleston, SC",40HC,$880,75,$10.00
Chongqing,Barcelona (Spain),40HC,"$1,910",75,$10.00
Chongqing,"Baltimore, MD",40HC,$880,75,$10.00
Chittagong,St Petersburg,40HC,$860,75,$10.00
Haiphong,Moscow,20GP,$978,75,$5.00
Chennai,St Petersburg,40HC,$620,75,$10.00
Chengdu,St Petersburg,40HC,"$1,127",75,$10.00
Chengdu,Moscow,40HC,"$2,173",75,$10.00
Chengdu,Malaszewicze,40HC,"$2,123",75,$10.00
Chengdu,Copenhagen,40HC,"$2,040",75,$10.00
Chengdu,Antwerp,40HC,$940,75,$10.00
Changsha,Praha,40HC,"$1,940",75,$10.00
Changsha,Copenhagen,40HC,"$2,040",75,$10.00
Bangkok,Novorossiysk,40HC,"$1,160",75,$10.00
Antwerp,Xiamen,40HC,$420,75,$10.00
Haiphong,Irkutsk,20GP,$860,60,$5.00
Antwerp,Tianjinxingang,40HC,$580,75,$10.00
Antwerp,Shenzhen,40HC,$420,75,$10.00
Antwerp,Nhava Sheva,40HC,$90,75,$10.00
Antwerp,Ho Chi Minh City,40HC,$540,75,$10.00
Antwerp,Guangzhou,40HC,$460,75,$10.00
Antwerp,Dalian,40HC,$620,75,$10.00
Antwerp,Chongqing,40HC,$520,75,$10.00
Almaty,Xingang,40HC,"$1,250",75,$10.00
Almaty,Tianjinxingang,40HC,"$1,250",75,$10.00
Almaty,Huangpu,40HC,"$1,250",75,$10.00
Zhengzhou,Praha,40HC,"$1,210",75,$10.00
Yantian,"Tacoma, WA",40HC,$300,75,$10.00
Yantian,"Oakland, CA",40HC,$900,75,$10.00
Yantian,"Norfolk, VA",40HC,"$1,050",75,$10.00
Yantian,"Memphis, TN",40HC,$900,75,$10.00
Yantian,"Long Beach, CA",40HC,$600,75,$10.00
Yantian,"Dallas, TX",40HC,$660,75,$10.00
Haiphong,Antwerp,20GP,$490,60,$5.00
Yantian,"Chicago, IL",40HC,$820,75,$10.00
Guangzhou,"Yekaterinburg, Sve",40GP,$980,60,$10.00
Xiamen,Rotterdam,40HC,"$1,650",75,$10.00
Guangzhou,"Yekaterinburg, Sve",20GP,"$1,100",60,$5.00
Guangzhou,"Winnipeg, MB",20GP,$320,100,$5.00
Xiamen,Leeds,40HC,"$1,100",75,$10.00
Guangzhou,Vladivostok,20GP,$950,60,$5.00
Xiamen,Gdansk,40HC,"$1,660",75,$10.00
Xiamen,Budapest,40HC,"$1,680",75,$10.00
Guangzhou,St Petersburg,20GP,"$1,030",60,$5.00
Xiamen,Antwerp,40HC,"$1,680",75,$10.00
Guangzhou,Southampton,20GP,$850,75,$5.00
Tianjin,Rotterdam,40HC,$920,75,$10.00
St Petersburg,Houston,40HC,$270,75,$10.00
St Petersburg,"Baltimore, MD",40HC,$220,75,$10.00
Shenzhen,Madrid,40HC,$530,75,$10.00
Shenzhen,Madrid,40HC,$530,75,$10.00
Guangzhou,Novosibirsk,20GP,$970,60,$5.00
Guangzhou,Novorossiysk,20GP,$800,60,$5.00
Shenzhen,Budapest,40HC,"$1,850",75,$10.00
Shenzhen,Budapest,40HC,"$1,850",75,$10.00
Guangzhou,Moscow,20GP,"$1,105",75,$5.00
Shekou,Houston,40HC,$620,75,$10.00
Guangzhou,Minsk,20GP,$740,60,$5.00
Shanghai,Warsaw,40HC,"$1,425",75,$10.00
Shanghai,"Toronto, ON",40HC,$970,75,$10.00
Shanghai,"Tampa, FL",40HC,$835,75,$10.00
Shanghai,"Savannah, GA",40HC,$855,75,$10.00
Shanghai,Rotterdam,40HC,"$1,030",75,$10.00
Guangzhou,Liverpool,20GP,$900,75,$5.00
Shanghai,Nhava Sheva,40HC,$150,75,$10.00
Guangzhou,Krasnojarsk,20GP,"$1,100",60,$5.00
Guangzhou,"Kansas City, KS",20GP,$240,100,$5.00
Guangzhou,Jebel Ali,20GP,$90,45,$5.00
Shanghai,"New York, NY",40HC,$800,75,$10.00
Shanghai,Mundra,40HC,$150,75,$10.00
Guangzhou,Irkutsk,20GP,$800,60,$5.00
Shanghai,"Miami, FL",40HC,$660,75,$10.00
Guangzhou,Houston,20GP,$340,100,$5.00
Shanghai,"Memphis, TN",40HC,$995,75,$10.00
Guangzhou,Hamburg,40GP,"$1,350",60,$10.00
Shanghai,Malaszewicze,40HC,"$1,405",75,$10.00
Shanghai,Lyon,40HC,$960,75,$10.00
Shanghai,Genoa,40HC,"$1,035",75,$10.00
Shanghai,"Denver, CO",40HC,$260,75,$10.00
Shanghai,Chennai,40HC,$150,75,$10.00
Shanghai,Budapest,40HC,"$1,380",75,$10.00
Guangzhou,"Detroit, MI",20GP,$430,100,$5.00
Shanghai,"Baltimore, MD",40HC,$500,75,$10.00
Guangzhou,"Dallas, TX",20GP,$340,60,$5.00
Rotterdam,Shanghai,40HC,$220,75,$10.00
Qingdao,Praha,40HC,"$1,325",75,$10.00
Guangzhou,"Chicago, IL",20GP,$480,100,$5.00
Guangzhou,"Calgary, AB",20GP,$280,100,$5.00
Qingdao,Moscow,40HC,"$2,355",75,$10.00
Qingdao,Leeds,40HC,"$1,100",75,$10.00
Novosibirsk,Ningbo,40HC,$290,75,$10.00
Ningbo,"Seattle, WA",40HC,$990,75,$10.00
Ningbo,Praha,40HC,"$1,530",75,$10.00
Ningbo,"Norfolk, VA",40HC,$615,75,$10.00
Ningbo,"New York, NY",40HC,$840,75,$10.00
Ningbo,Moscow,40HC,"$2,395",75,$10.00
Ningbo,"Minneapolis, MN",40HC,$360,75,$10.00
Ningbo,Malaszewicze,40HC,"$1,340",75,$10.00
Ningbo,Izmit,40HC,"$2,150",75,$10.00
Ningbo,Budapest,40HC,"$1,505",75,$10.00
Moscow,Shanghai,40HC,"$1,233",75,$10.00
Moscow,Guangzhou,40HC,"$1,227",75,$10.00
Milano,Mundra,40HC,$113,75,$10.00
Ho Chi Minh City,Budapest,40HC,"$1,707",75,$10.00
Guangzhou,Warsaw,40HC,"$1,440",75,$10.00
Guangzhou,Praha,40HC,$730,75,$10.00
Guangzhou,Lodz,40HC,"$1,100",75,$10.00
Guangzhou,Gdynia,40HC,$960,75,$10.00
Guangzhou,Gdansk,40HC,$960,75,$10.00
Dalian,Budapest,40HC,$833,75,$10.00
Chengdu,St Petersburg,40HC,"$1,150",75,$10.00
Chengdu,Hamburg,40HC,"$1,733",75,$10.00
Gebze,Nhava Sheva,20GP,$490,45,$5.00
Xiamen,Budapest,40HC,"$1,680",75,$10.00
Xiamen,Antwerp,40HC,"$1,680",75,$10.00
St Petersburg,Houston,40HC,$270,75,$10.00
St Petersburg,"Baltimore, MD",40HC,$220,75,$10.00
"Yekaterinburg, Sve",Shanghai,40HC,"$1,218",100,$10.00
"Yekaterinburg, Sve",Laem Chabang,40HC,$330,100,$10.00
"Yekaterinburg, Sve",Keelung,40HC,$330,100,$10.00
"Yekaterinburg, Sve",Istanbul,40HC,$400,100,$10.00
"Yekaterinburg, Sve",Dalian,40HC,"$1,190",100,$10.00
"Yekaterinburg, Sve",Chengdu,40HC,"$2,440",100,$10.00
Yantian,"Chicago, IL",40HC,$810,100,$10.00
Xian,Warsaw,40HC,"$1,860",100,$10.00
Xian,Malaszewicze,40HC,"$1,773",100,$10.00
Xian,Budapest,40HC,"$2,090",100,$10.00
Xiamen,Warsaw,40HC,"$1,928",100,$10.00
Xiamen,"Tampa, FL",40HC,$920,100,$10.00
Gebze,Jebel Ali,20GP,$150,45,$5.00
Xiamen,Rotterdam,40HC,"$1,733",100,$10.00
Xiamen,Praha,40HC,"$1,765",100,$10.00
Xiamen,Ostrava,40HC,"$1,130",100,$10.00
Xiamen,"Montreal, QC",40HC,$680,100,$10.00
Xiamen,Milano,40HC,"$2,075",100,$10.00
Xiamen,"Miami, FL",40HC,"$1,200",100,$10.00
Xiamen,Marseille,40HC,"$1,080",100,$10.00
Xiamen,Malaszewicze,40HC,"$2,080",100,$10.00
Xiamen,Lyon,40HC,"$1,450",100,$10.00
Xiamen,Hamburg,40HC,"$1,710",100,$10.00
Xiamen,Gothenburg,40HC,"$1,300",100,$10.00
Xiamen,Gdansk,40HC,"$1,895",100,$10.00
Xiamen,Duisburg,40HC,"$1,795",100,$10.00
Xiamen,Cork,40HC,"$1,280",100,$10.00
Xiamen,"Charleston, SC",40HC,"$1,200",100,$10.00
Xiamen,Budapest,40HC,"$1,795",100,$10.00
Xiamen,Bilbao,40HC,"$1,250",100,$10.00
Xiamen,Barcelona (Spain),40HC,"$1,963",100,$10.00
Xiamen,Antwerp,40HC,"$1,653",100,$10.00
Xiamen,Amsterdam,40HC,"$1,410",100,$10.00
Xiamen,Algeciras,40HC,"$1,250",100,$10.00
Fuzhou,St Petersburg,20GP,$800,60,$5.00
Fuzhou,Novorossiysk,20GP,$880,60,$5.00
Fuzhou,Moscow,20GP,$900,60,$5.00
Fuzhou,Minsk,20GP,$800,60,$5.00
Fuzhou,Le Havre,20GP,$540,60,$5.00
Warsaw,Xingang,40HC,$950,100,$10.00
Fuzhou,Grangemouth,20GP,$400,60,$5.00
Warsaw,Xiamen,40HC,"$1,350",100,$10.00
Fuzhou,Budapest,20GP,$390,60,$5.00
Warsaw,Tianjin,40HC,"$1,240",100,$10.00
Fuzhou,"Baltimore, MD",20GP,$380,60,$5.00
Warsaw,Ningbo,40HC,"$1,250",100,$10.00
Warsaw,Chengdu,40HC,"$1,400",100,$10.00
Tianjin,"Vancouver, BC",40HC,$900,100,$10.00
Tianjin,"Toronto, ON",40HC,$950,100,$10.00
Tianjin,"Montreal, QC",40HC,$600,100,$10.00
Tianjin,Milano,40HC,"$1,550",100,$10.00
Tianjin,"Miami, FL",40HC,$800,100,$10.00
Tianjin,Lyon,40HC,$750,100,$10.00
Tianjin,Hamburg,40HC,"$1,500",100,$10.00
Tianjin,Duisburg,40HC,"$1,470",100,$10.00
Tianjin,"Cleveland, OH",40HC,$900,100,$10.00
Tianjin,Budapest,40HC,"$1,570",100,$10.00
Tianjin,"Baltimore, MD",40HC,$700,100,$10.00
Tianjin,"Atlanta, GA",40HC,$900,100,$10.00
Taichung,Houston,40HC,$100,100,$10.00
Taichung,"Cleveland, OH",40HC,$290,100,$10.00
Taicang,Warsaw,40HC,"$1,770",100,$10.00
Taicang,Southampton,40HC,"$1,380",100,$10.00
Taicang,Ostrava,40HC,"$1,130",100,$10.00
Dalian,"Yekaterinburg, Sve",20GP,$800,100,$5.00
Taicang,Oslo,40HC,"$1,250",100,$10.00
